Name,SMILES,Catalog ID,PlateID,Well,MW (desalted),ClogP,HBD,TPSA,RotBonds
,COCCOc1ccc(C(F)(F)F)cc1NC(=O)Cc1cc(C)ccc1OC,Z90804158,1186474-R-003,B11,397.388,3.798,1,56.790,9
,Nc1nnc(CNC(=O)c2ccc(N3CCCCC3)cc2)o1,Z1827485133,1186474-R-003,C02,301.344,0.437,2,97.280,4
,CCn1nc(C)c(CC(=O)N[C@H]2CCO[C@H]2c2nc(C)n[nH]2)c1C,Z2765653347,1186474-R-003,C03,332.401,-0.641,2,97.720,5
,O=C(O)CN1CCN(c2ccc(F)cc2Cl)CC1,Z2295234421,1186474-R-003,C04,272.703,1.110,1,43.780,3
,COCC1(C(=O)O)CCCN1S(=O)(=O)c1cc(Cl)sc1Cl,Z2389861800,1186474-R-003,C05,374.261,2.563,1,83.910,4
,Cn1cnnc1CC1(O)CCCN(c2nc3ccccc3[nH]2)C1,Z2383230096,1186474-R-003,C06,312.370,0.254,2,82.860,3
,CCc1nc(C2(NC(=O)c3ccc(C(=O)O)o3)CCCC2)no1,Z1870407466,1186474-R-003,C07,319.313,1.702,2,118.460,5
,CCc1nc(CNC(=O)N2CC(C)(C)C2c2cccnc2)n[nH]1,Z2308657483,1186474-R-003,C08,314.385,0.925,2,86.800,4
,Cc1nc(-c2cc(NC(=O)[C@H]3CCCO3)cc(C(F)(F)F)c2)n[nH]1,Z2358117602,1186474-R-003,C09,340.300,2.758,2,79.900,4
,Cc1noc(C2CN(C(=O)NCc3cn(C)nc3C(F)(F)F)CCN2C)n1,Z2061479215,1186474-R-003,C10,387.360,0.275,1,92.320,4
,Cc1cnn(CCN(Cc2nc(-c3cccc(Cl)c3)no2)Cc2nc(-c3cccc(Cl)c3)no2)c1,Z1251363654,1186474-R-003,C11,510.375,4.708,0,98.900,9
,COc1ccc2c(c1)OCC(C(=O)NCc1occc1C)C2,Z2207699399,1186474-R-003,D02,301.337,2.754,1,60.700,4
,Cc1c(CNC(=O)c2ncoc2C(F)(F)F)cnn1C,Z2229210997,1186474-R-003,D03,288.226,-0.286,1,72.950,4
,O=C(CN1Cc2ccccc2C1=O)N1CCn2c(nnc2C(F)(F)F)C1,Z1247120114,1186474-R-003,D04,365.310,0.033,0,71.330,3
,COc1ccc(CCC(=O)N2CCCCC2c2nc(-c3cccc(F)c3)c[nH]2)cc1F,Z1834416502,1186474-R-003,D05,425.471,3.729,1,58.220,6
,Cc1coc(C)c1C(=O)N1CCCC(O)(Cc2nncn2C)C1,Z2391716946,1186474-R-003,D06,318.371,-0.453,1,84.390,3
,COc1cc(C(=O)NCc2cccnc2N2CCCCC2)sn1,Z2657191684,1186474-R-003,D07,332.421,2.100,1,67.350,5
,CC(C)Cn1ncnc1CN1CCCC(O)(Cc2nncn2C)C1,Z2385271228,1186474-R-003,D08,333.432,-0.879,1,84.890,6
,CN1C[C@@H]2[C@@H](CCCN2C(=O)NCc2nn(-c3ccccc3)c3c2CCC3)C1=O,Z2058521204,1186474-R-003,D09,393.482,2.395,1,70.470,3
,CCC(NC(=O)c1cncnc1C)(C(=O)O)c1ccccc1,Z1869687442,1186474-R-003,D10,299.324,1.718,2,92.180,5
,CCCN(Cc1ccccc1)C(=O)Nc1cc(N2CCCC2=O)ccc1Cl,Z413348678,1186474-R-003,D11,385.887,3.978,1,52.650,6
,CN1C(=O)CC[C@@H](NC(=O)c2cncc(Cl)c2)[C@@H]1c1ccnn1C,Z2382052851,1186474-R-003,E02,347.799,0.486,1,80.120,3
,CCn1nccc1C(=O)N[C@H]1CCO[C@H]1c1nc(C)n[nH]1,Z2765655582,1186474-R-003,E03,290.321,-0.645,2,97.720,4
,Cn1nccc1[C@@H]1OCCC[C@H]1C(=O)Nc1c[nH]c(C(N)=O)c1,Z2060634882,1186474-R-003,E04,317.343,-0.954,3,115.030,4
,COc1ccc(CCC(=O)N2CCCCC2c2nc(-c3cccc(F)c3)c[nH]2)cc1Cl,Z1834417288,1186474-R-003,E05,441.926,4.269,1,58.220,6
,Cn1cnnc1CC1(O)CCCN(C(=O)c2ccnn2C2CCCC2)C1,Z2391725029,1186474-R-003,E06,358.438,-0.752,1,89.070,4
,Cc1cc(C(=O)N(C)Cc2nc3cc(C(F)(F)F)ccc3[nH]2)ncn1,Z2732659757,1186474-R-003,E07,349.310,1.680,1,74.770,4
,CCc1ccc(C(=O)N2CCS(=O)(=O)CC2CC(=O)NC)cc1,Z2396190474,1186474-R-003,E08,338.422,0.324,1,83.550,4
,CC(=O)NCC1CCn2ncc(C(=O)Nc3ccc(C)cc3Cl)c2C1,Z1849101929,1186474-R-003,E09,360.838,0.644,2,76.020,4
,CCC(C)(NC(=O)c1csc(-c2ccc(OC)cc2)n1)C(=O)O,Z1444431777,1186474-R-003,E10,334.390,3.369,2,88.520,6
,CN(Cc1cccs1)C(=O)Nc1cc(N2CCCC2=O)ccc1Cl,Z413345984,1186474-R-003,E11,363.862,2.726,1,52.650,4
,Cc1n[nH]cc1CNC(=O)C1CCc2ccccc2C1,Z1898736128,1186474-R-003,F02,269.342,1.809,2,57.780,3
,CCOc1cc2c(cc1NC(=O)CNC(=O)CCC(C)C)OC(C)C2,Z1071765920,1186474-R-003,F03,348.437,2.890,2,76.660,8
,Cc1ncoc1CNC(=O)c1ncoc1C(F)(F)F,Z2640164385,1186474-R-003,F04,275.184,-0.722,1,81.160,4
,COc1coc(C(=O)NC2CC(F)(F)C2)cc1=O,Z1987457578,1186474-R-003,F05,259.206,-0.741,1,64.630,3
,CC(C)(C)c1csc(CC2CCN(C(=O)c3cc[nH]c3)CC2)n1,Z2732439683,1186474-R-003,F06,331.476,2.921,1,48.990,4
,Cc1nn(C)c(C)c1C(NC(=O)c1ccc(C(=O)O)o1)C(F)(F)F,Z1870478450,1186474-R-003,F07,345.274,1.416,2,97.360,5
,COC1CCCCN(CC(=O)Nc2cn(-c3ccccc3)nc2C)C1=O,Z2402736237,1186474-R-003,F08,356.419,2.146,1,76.460,5
,CN1CCC(N2CCC(NC(=O)c3ncoc3C3CC3)CC2)C1=O,Z2410319788,1186474-R-003,F09,332.397,-0.426,1,78.680,4
,CC(C)n1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)c1cccnn1,Z2715370012,1186474-R-003,F10,328.369,-0.942,2,101.800,4
,COCCOc1ccc(C(=O)N2CCCC(n3cncn3)C2)cc1,Z1174579633,1186474-R-003,F11,330.382,0.520,0,69.480,6
,Cn1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)c1cncc(Cl)c1,Z2382038414,1186474-R-003,G02,333.773,-0.159,2,88.910,3
,CCOc1cc2c(cc1NC(=O)CNC(=O)c1cc(F)cc(F)c1)OC(C)C2,Z1193955297,1186474-R-003,G03,390.381,3.113,2,76.660,6
,CO[C@H]1C[C@@H](C(=O)N2CCCC2)N(C(=O)c2ccc(C(C)=O)s2)C1,Z2055221434,1186474-R-003,G04,350.433,0.520,0,66.920,4
,CC(C)N(C)Cc1ccc(NC(=O)C2CCS(=O)(=O)C2)cc1,Z2485371323,1186474-R-003,G05,324.438,0.593,1,66.480,5
,O=C(NCc1nnc2ccccn12)N1CCC(Nc2ccc3nccn3n2)C1,Z1760097053,1186474-R-003,G06,377.403,0.341,2,104.750,4
,CCCCn1c(S(=O)(=O)Cc2cc(C)ccc2OC)nc(C)c1C,Z847051326,1186474-R-003,G07,350.476,3.803,0,61.190,7
,Cc1noc(C)c1CCC(=O)N[C@@H]1CC(=O)N(C)[C@H]1c1ccnn1C,Z2055397441,1186474-R-003,G08,345.396,-0.279,1,93.260,5
,Cc1cc(C(=O)NCc2cccnc2N2CCCCC2)ns1,Z1884129424,1186474-R-003,G09,316.421,2.374,1,58.120,4
,Clc1ccc(-c2nnc(SCCOc3ccccc3Cl)[nH]2)cc1,Z25219572,1186474-R-003,G10,366.265,5.148,1,50.800,6
,COC(=O)c1cc(NS(=O)(=O)c2cc(OC)ccc2OC)ccc1Cl,Z300629634,1186474-R-003,G11,385.819,2.881,1,90.930,6
,O=C(NCCC1CCS(=O)(=O)CC1)N1CCCC2(CCCC2)CC1,Z2615717552,1186474-R-003,H02,356.523,2.012,1,66.480,3
,Cc1n[nH]c([C@@H]2OCC[C@@H]2NC(=O)c2cccn2C2CC2)n1,Z2765656242,1186474-R-003,H03,301.344,0.563,2,84.830,4
,Cc1cccc(NC(=O)C2CCCN(C(=O)c3ccc(=O)n(C)c3)C2)n1,Z849200054,1186474-R-003,H04,354.403,0.596,1,82.610,3
,OCCCCCN1CCC(Cc2ccccc2)CC1,Z968555408,1186474-R-003,H05,261.402,3.447,1,23.470,7
,CC(C)(C)c1csc(CC2CCN(C(=O)c3ccc[nH]3)CC2)n1,Z2732439686,1186474-R-003,H06,331.476,2.921,1,48.990,4
,CCCCn1c(S(=O)(=O)Cc2ccc(C)cc2)nc(C)c1C,Z847050650,1186474-R-003,H07,320.450,3.884,0,51.960,6
,O=C(NCCc1ccc2c(c1)CCO2)Nc1cccc(-n2ccnn2)c1,Z1452020336,1186474-R-003,H08,349.386,3.091,2,81.070,5
,CN(C)S(=O)(=O)[C@@H]1CN(C(=O)Nc2ccn(C)n2)C[C@H]1C(F)(F)F,Z2106879806,1186474-R-003,H09,369.363,-0.082,1,87.540,3
,COCCN1CCC(CNC(=O)c2cc(C)nc3ccccc23)CC1,Z1048257262,1186474-R-003,H10,341.447,2.851,1,54.460,6
,COC(=O)c1cc(NS(=O)(=O)c2cc(F)cc(F)c2)ccc1Cl,Z300628278,1186474-R-003,H11,361.748,3.616,1,72.470,4
,Cc1nc(-c2ccccc2)ccc1C(=O)NCC1CCCNC1,Z2440031051,1186474-R-004,A02,309.405,2.596,2,54.020,4
,COc1cc(C(=O)O)ccc1CCNC(=O)c1ccc(C)s1,Z2256285087,1186474-R-004,A03,319.375,3.176,2,75.630,6
,O=C(NC1CC(C(=O)O)c2ccccc21)C1CCOC1,Z2489747070,1186474-R-004,A04,275.300,0.816,2,75.630,3
,O=C(NCc1ccc(-c2nnn[nH]2)cc1)C1CCCCN1C(=O)c1cccs1,Z916531236,1186474-R-004,A05,396.466,2.319,2,103.870,5
,Cc1n[nH]c(C)c1CC(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,Z2766156411,1186474-R-004,A06,303.360,0.908,3,95.690,5
,CC1(CO)CCN(C(=O)c2ccc(S(C)(=O)=O)cc2)CC1,Z1687174114,1186474-R-004,A07,311.397,-0.372,1,74.680,3
,Cc1cc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)cc(=O)[nH]1,Z2960395504,1186474-R-004,A08,348.344,1.390,2,67.430,4
,CCc1nc[nH]c1C(=O)N1CCC(c2nccc(C(F)(F)F)n2)C1,Z2964286896,1186474-R-004,A09,339.316,0.354,1,74.770,4
,COc1cc(N2CCN(C(=O)c3cc(Cl)c[nH]3)CC2)ncn1,Z1690004221,1186474-R-004,A10,321.762,1.825,1,74.350,3
,NC(=O)[C@H]1CCO[C@@H]1C1CCN(Cc2cccc3cccnc23)CC1,Z2052941469,1186474-R-004,A11,339.431,1.201,1,68.450,4
,CN(C)C(=O)[C@H]1CC[C@@H](C2CCN(c3cc(C#N)cnn3)CC2)O1,Z2761999739,1186474-R-004,B02,329.397,-0.158,0,82.350,3
,O=C(CCc1nnc(-c2ccccc2)o1)NC1c2ccccc2CC1O,Z1333277159,1186474-R-004,B03,349.383,0.855,2,88.250,5
,Cc1cc(C(=O)N[C@H]2CCC[C@H]2Oc2cn[nH]c2)n(C)n1,Z2766154856,1186474-R-004,B04,289.333,1.169,2,84.830,4
,N#Cc1ccc(CC(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)cc1,Z2766387221,1186474-R-004,B05,341.404,0.164,1,96.420,4
,Cc1ccc(C(=O)NC2(CC(=O)O)CCCC2)cc1C,Z1238842004,1186474-R-004,B06,275.343,3.132,2,66.400,4
,CCn1ccnc1[C@@H]1OCC[C@H]1NC(=O)c1cc2c(C)cccc2o1,Z2961110775,1186474-R-004,B07,339.388,1.874,1,69.290,4
,CC1(C(=O)O)CCCN1CC(=O)Nc1ccc(Cl)cc1,Z1224477519,1186474-R-004,B08,296.749,3.205,2,69.640,4
,Cn1nc(C2CC2)cc1CNC(=O)CN1CCCCC(O)C1=O,Z2962997800,1186474-R-004,B09,320.387,0.489,2,87.460,5
,Cc1ccc(C)c(N2CCN(C(=O)Nc3cnc(C4CC4)nc3)CC2)c1,Z1441025277,1186474-R-004,B10,351.445,3.598,1,61.360,3
,CC(C)COc1ccc(NS(=O)(=O)c2ccc(OCC(=O)O)c(Cl)c2)cc1Cl,Z971169476,1186474-R-004,B11,448.318,4.760,2,101.930,8
,NC(=O)c1ccc(C(=O)N2CCCC(c3cc(C(F)(F)F)[nH]n3)C2)s1,Z1269694706,1186474-R-004,C02,372.365,1.372,2,92.080,4
,CC1Oc2c(cccc2C(=O)NC2COc3ccccc3C2)NC1=O,Z1128128036,1186474-R-004,C03,338.357,2.376,2,76.660,2
,Cc1ccc(C(=O)NCCNC(=O)NC2c3ccccc3CC2O)cc1,Z1181011390,1186474-R-004,C04,353.415,2.290,4,90.460,5
,O=C(Cc1csc(C2CC2)n1)NC1CCN(c2ncc[nH]c2=O)C1,Z2964530094,1186474-R-004,C05,345.419,-0.746,2,86.690,5
,COCCN1CCC(NC(=O)c2cc(=O)c(OC)co2)CC1,Z1986484092,1186474-R-004,C06,310.346,-0.800,1,77.100,6
,COc1cc(C(=O)N2CCCc3ccnc(N(C)C)c32)ncn1,Z3000192040,1186474-R-004,C07,313.354,1.118,0,71.450,3
,CC(C)c1ccc(Cl)c(S(=O)(=O)NCCC(=O)O)c1,Z2066018201,1186474-R-004,C08,305.778,2.909,2,83.470,5
,COc1cc(=O)[nH]cc1C(=O)N[C@@H]1CCO[C@H]1c1ccc(Cl)cc1,Z2961190489,1186474-R-004,C09,348.781,1.195,2,76.660,4
,Cc1noc(C)c1CC(=O)Nc1cc(C2CCCC2)nn1C,Z1639874132,1186474-R-004,C10,302.371,1.469,1,72.950,4
,CCn1ccnc1C(NC(=O)c1cccc(C)n1)C1CCOCC1,Z2060513713,1186474-R-004,C11,328.409,1.330,1,69.040,5
,Cc1ccc2[nH]c(C3CCCN(C(=O)c4occc4C(C)C)C3)nc2c1,Z2033447946,1186474-R-004,D02,351.442,3.653,1,62.130,3
,CC(C)(C)CC(=O)NCC(=O)N1CCCC(Nc2ccccc2)C1,Z1436061058,1186474-R-004,D03,331.452,2.938,2,61.440,6
,Cc1nc(-c2ccccc2)ccc1C(=O)NCCC1CCCNC1,Z2440267035,1186474-R-004,D04,323.432,3.125,2,54.020,5
,CCn1ncc(Cl)c1C(=O)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,Z2766141680,1186474-R-004,D05,323.778,1.340,2,84.830,5
,COc1ccc(S(=O)(=O)N[C@@H](CC(C)C)C(=O)O)c(C)c1F,Z1738268420,1186474-R-004,D06,333.376,3.372,2,92.700,6
,Cc1ccc(CN2C(=O)CCC2C(=O)NCc2cn(C)cn2)cc1,Z2965663328,1186474-R-004,D07,326.393,0.689,1,67.230,5
,CC(C)C(=O)N1CCOCC1CC(=O)O,Z1404667677,1186474-R-004,D08,215.246,0.201,1,66.840,3
,O=C(NCc1cncc(O)c1)[C@@H]1C[C@H]1c1ccco1,Z2963184869,1186474-R-004,D09,258.273,1.058,2,75.360,4
,COCc1nc2n(n1)CC(NC(=O)COc1ccccc1F)CC2,Z1409734567,1186474-R-004,D10,334.345,0.492,1,78.270,6
,Cc1c(NC(=O)Nc2ccc3c(c2)COC3)cnn1C1CCCC1,Z1889215636,1186474-R-004,D11,326.393,2.267,2,68.180,3
,CN(C)C(=O)CCNC(=O)N1CCC(NC(=O)c2ccccc2)CC1,Z552372930,1186474-R-004,E02,346.424,0.220,2,81.750,5
,CC(=O)NC1CCCN(C(=O)c2cccc3c2OC(C)C(=O)N3)C1,Z1128224202,1186474-R-004,E03,331.366,0.378,2,87.740,2
,CN(Cc1ccccc1N1CCCC1)C(=O)NC1CCc2[nH]ncc2C1,Z1440367277,1186474-R-004,E04,353.461,1.575,2,64.260,4
,Cc1cncc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)c1,Z2958092120,1186474-R-004,E05,332.345,2.607,1,51.220,4
,O=C(Cc1cnccc1C(F)(F)F)N[C@H]1CCC[C@H]1Oc1cn[nH]c1,Z2766145581,1186474-R-004,E06,354.327,1.904,2,79.900,6
,Cn1nc(C(=O)N2CCNC(=O)c3ccccc32)cc1C(F)F,Z2997740134,1186474-R-004,E07,320.294,-0.086,1,67.230,2
,COc1cccc(C(=O)N2CCC([C@@H]3CC[C@H](C(N)=O)O3)CC2)c1F,Z2766392349,1186474-R-004,E08,350.385,0.487,1,81.860,4
,Cn1nc(CNC(=O)[C@@H]2OCCO[C@@H]2c2ccccc2)cc1C1CC1,Z2963028596,1186474-R-004,E09,341.404,1.096,1,65.380,5
,O=C(Nc1cc2c(cc1Cl)OCCO2)N1CCc2c(Cl)cccc2C1,Z1248982895,1186474-R-004,E10,379.237,3.592,1,50.800,1
,O=C(c1cc[nH]c1C1CC1)N1CCCC(c2ncc(C(F)(F)F)[nH]2)C1,Z2051995301,1186474-R-004,E11,352.354,1.978,2,64.780,4
,CC(=O)NCc1ccc(C(=O)N2CCCC2C(=O)Nc2nccs2)cc1,Z392965618,1186474-R-004,F02,372.441,0.509,2,91.400,5
,CC(=O)N(C)C1CCN(C(=O)c2cccc3c2OC(C)C(=O)N3)CC1,Z1128452168,1186474-R-004,F03,345.393,-0.618,1,78.950,2
,Cc1noc(C2CCN(C(=O)NCc3ccnc(OC(C)C)c3)CC2)n1,Z1503512903,1186474-R-004,F04,359.423,1.429,1,93.380,5
,CC(C)(C)NC(=O)c1cccc(NC(=O)N[C@@H]2c3ccccc3C[C@@H]2O)c1,Z1011421798,1186474-R-004,F05,367.442,2.430,4,90.460,4
,COc1cncc(CNC(=O)[C@@H]2Cc3ccccc3O[C@H]2C(F)F)c1,Z2960894701,1186474-R-004,F06,348.344,2.528,1,60.450,5
,Cn1nc(NC(=O)C2CCCN2C(=O)c2ccccc2)c2ccccc21,Z2965299290,1186474-R-004,F07,348.398,2.370,1,67.230,3
,O=C(NCCC1(O)CCOCC1)[C@H]1CC[C@H](Nc2ncccn2)CC1,Z2959690087,1186474-R-004,F08,348.440,-0.308,3,96.370,6
,COc1cc(CCNC(=O)C2CCc3nc(C)nn3C2)ccc1Cl,Z2960055789,1186474-R-004,F09,348.827,1.619,1,69.040,5
,O=C(Nc1cnc(C2CC2)nc1)N1CCCN(c2ccccc2)CC1,Z1104793191,1186474-R-004,F10,337.419,2.498,1,61.360,3
,Cc1coc2ccc(NC(=O)Nc3cnn(C4CCCC4)c3C)cc12,Z1889520556,1186474-R-004,F11,338.404,3.842,2,72.090,3
,Cc1ccc(S(=O)(=O)NCC(C(=O)O)C(C)C)c(F)c1,Z1738644710,1186474-R-004,G02,303.350,2.948,2,83.470,5
,CCOc1ncccc1C(=O)NCCN1CCc2sccc2C1,Z804330462,1186474-R-004,G03,331.433,3.288,1,54.460,6
,COc1cccc(OC)c1C(=O)NCc1cccnc1N1CCC(C(N)=O)CC1,Z1131443863,1186474-R-004,G04,398.456,0.371,2,106.780,7
,O=C(Cc1ccc(Cl)s1)NC1CCN(c2ncc[nH]c2=O)C1,Z2964528603,1186474-R-004,G05,338.813,0.368,2,73.800,4
,Cc1cc(C)c(CC(=O)NC2CCN(c3ncc[nH]c3=O)C2)s1,Z2964530183,1186474-R-004,G06,332.421,0.561,2,73.800,4
,CCc1nn(C)cc1C(=O)NC1CCCN(Cc2c(F)cccc2F)C1,Z1575859884,1186474-R-004,G07,362.417,2.862,1,50.160,5
,O=C(c1cc[nH]n1)N1CCC(c2ccccc2)(N2CCCC2)CC1,Z2964139156,1186474-R-004,G08,324.420,1.723,1,52.230,3
,N#CCc1ccccc1CC(=O)N1CCC([C@@H]2CC[C@H](C(N)=O)O2)CC1,Z2766393168,1186474-R-004,G09,355.431,0.103,1,96.420,5
,NC(=O)C1(O)CCCN(C(=O)c2ccccc2Oc2ccccc2)C1,Z2061555599,1186474-R-004,G10,340.373,1.965,2,92.860,4
,Cc1noc(C)c1C(=O)N1CCCN(c2cccnn2)CC1,Z1139261739,1186474-R-004,G11,301.344,-0.211,0,75.360,2
,Cc1ccc(F)c(CC(=O)N2CCC(c3nnc4ccccn34)CC2)c1,Z2253564829,1186474-R-004,H02,352.405,2.237,0,50.500,3
,Cc1ccc(C(=O)N2CCC(Nc3cccnn3)CC2)c(Cl)c1,Z1856605787,1186474-R-004,H03,330.812,2.140,1,58.120,3
,CCc1nc(C2(NC(=O)c3ccnn3C(C)C)CCCC2)no1,Z1440114731,1186474-R-004,H04,317.386,1.818,1,85.840,5
,CNC(=O)Nc1ccc(C(=O)N2CCCC(n3cc(C)cn3)C2)cc1,Z2953026543,1186474-R-004,H05,341.408,1.189,2,79.260,3
,CCOc1ccc(CN2CCC[C@H](C(=O)O)C2)cc1,Z2796698495,1186474-R-004,H06,263.332,0.531,1,49.770,5
,COc1cc2c(cc1OC)C(CC(=O)O)N(C(=O)c1c(C)noc1C)CC2,Z85912698,1186474-R-004,H07,374.388,1.627,1,102.100,5
,O=C(CN1CCCCC(O)C1=O)NC1(c2ccccc2)COC1,Z2964721306,1186474-R-004,H08,318.368,1.903,2,78.870,4
,O=C(Nc1cnn(CC2CCCO2)c1)N[C@H]1CC[C@H](O)CC1,Z1506508708,1186474-R-004,H09,308.376,-0.025,3,88.410,4
,Cc1nc(N2CCN(C(=O)c3cc(F)c(C)cc3F)CC2)c2cnn(C)c2n1,Z1409998723,1186474-R-004,H10,386.399,2.272,0,67.150,2
,Cc1cnn(C2CCCN(C(=O)c3n[nH]c(=O)c4ccccc34)C2)c1,Z1139346604,1186474-R-004,H11,337.376,-0.188,1,79.590,2
,Cc1noc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)c3cccn3C3CC3)C2)n1,Z2764035674,1186474-R-005,A02,330.382,0.630,2,93.180,5
,Cc1cc(C)c(CNC(=O)N2CCCC(N3CCCS3(=O)=O)C2)c(=O)[nH]1,Z1920014436,1186474-R-005,A03,382.478,-0.407,2,98.820,3
,Cc1ccc(C2(CNC(=O)N3CCC(N4CCNC4=O)CC3)CCCC2)c(C)c1,Z2293077923,1186474-R-005,A04,398.542,2.989,2,64.680,4
,O=C(c1cn([C@@H]2COC[C@H]2O)nn1)N1CCC2(C1)Oc1ccccc1O2,Z2404265309,1186474-R-005,A05,358.349,-0.774,1,98.940,2
,Cc1ncc(C(=O)N[C@H]2CCC(=O)N[C@@H]2C2CCCO2)c(C)n1,Z2768707366,1186474-R-005,A06,318.371,-0.380,2,93.210,3
,Cc1noc(C2CC(=O)N(C3CN(c4ncc(C#N)cc4Cl)C3)C2)n1,Z2761570828,1186474-R-005,A07,358.782,-0.455,0,99.150,3
,Cc1n[nH]c(CC(=O)NC(c2ccc(Cl)cc2)C(F)(F)F)n1,Z2631307870,1186474-R-005,A08,332.709,2.050,2,70.670,5
,O=C(NCc1ccc(Cl)cc1F)N[C@H]1CC[C@@H](CO)C1,Z2292281037,1186474-R-005,A09,300.756,2.080,3,61.360,4
,Cn1ncc2cc(C(=O)N[C@H]3CCC(=O)N[C@@H]3C3CCCO3)cnc21,Z2768707975,1186474-R-005,A10,343.380,-0.393,2,98.140,3
,Cc1nc(S(=O)(=O)N2CCC=C(c3cnn(C)c3)C2)cn1C,Z2798533770,1186474-R-005,A11,321.398,0.415,0,73.020,2
,Cc1ccn(C)c1C(=O)NC[C@H]1C[C@H](c2nc(C3CC3)no2)C[C@H]1O,Z2764042043,1186474-R-005,B02,344.408,0.649,2,93.180,5
,Cc1cnn(CC(=O)NCC(C(=O)O)C2CCOCC2)c1,Z2761157757,1186474-R-005,B03,295.334,-0.241,2,93.450,6
,Cc1noc(CCNC(=O)N2C[C@@H]3Oc4c(F)ccc(F)c4O[C@@H]3C2)n1,Z2413114690,1186474-R-005,B04,366.319,1.100,1,89.720,3
,O=C(NCc1nnc(C2CC2)s1)N1CCC(c2c[nH]c3ccc(F)cc23)CC1,Z2349416490,1186474-R-005,B05,399.485,2.375,2,73.910,4
,Cc1noc(C2CC(=O)N(C3CN(C(=O)c4cccn4C(C)C)C3)C2)n1,Z2764212970,1186474-R-005,B06,357.407,-0.382,0,84.470,4
,CC1=CCCN(C(=O)c2cn([C@@H]3COC[C@H]3O)nn2)C1,Z2403888050,1186474-R-005,B07,278.307,-0.839,1,80.480,2
,O=C(NC1(c2ccc(F)cc2)CCOCC1)c1cc(F)c[nH]1,Z2220683989,1186474-R-005,B08,306.307,2.078,2,54.120,3
,CC(Cc1ccc(OC(F)(F)F)cc1)C(=O)NCc1cscn1,Z2330311588,1186474-R-005,B09,344.352,2.728,1,51.220,7
,Cc1cc(CC(=O)N[C@H]2COC[C@H]2Oc2cnn(C)c2)n(C)n1,Z2394897110,1186474-R-005,B10,319.359,-0.259,1,83.200,5
,O=C(O)C1c2ccccc2CCN1C(=O)Cc1ccc2c(c1)OCO2,Z1603409311,1186474-R-005,B11,339.342,2.851,1,76.070,3
,Cn1cccc1C(=O)NC[C@H]1C[C@H](c2nc(C3CC3)no2)C[C@H]1O,Z2764046006,1186474-R-005,C02,330.382,0.490,2,93.180,5
,CC(C)Oc1ccc(CN2C3CCC2C(C(=O)O)C3)cc1Cl,Z2295227360,1186474-R-005,C03,323.814,1.219,1,49.770,5
,CS(=O)(=O)NCC1COCCN1C(=O)Nc1ccc2c(c1)OC(F)(F)O2,Z2708434048,1186474-R-005,C04,393.363,2.127,2,106.200,3
,CCC(NC(=O)c1ccc(C(=O)O)nc1)c1nc(C(F)(F)F)cs1,Z1310205271,1186474-R-005,C05,359.324,2.577,2,92.180,6
,COc1cccc(C(=O)N2CCC(C(=O)O)(C(F)(F)F)C2)c1F,Z2295980128,1186474-R-005,C06,335.251,1.366,1,66.840,4
,O=C([O-])C1CCC(C(=O)NCCn2cccc2)N1Cc1ccccc1.[Na+],Z2894612909,1186474-R-005,C07,341.404,-0.157,1,77.400,7
,COc1ccccc1C1(CNC(=O)N[C@@H]2CCO[C@H]2c2nccn2C)CCC1,Z2684953524,1186474-R-005,C08,384.472,1.971,2,77.410,6
,COCCNC(=O)[C@@H](c1ccccc1)N1Cc2ccccc2C1=O,Z2894086906,1186474-R-005,C09,324.374,2.197,1,58.640,6
,Cc1cc(CC(=O)N[C@H]2COC[C@H]2Oc2cnn(C)c2)on1,Z2483291141,1186474-R-005,C10,306.317,-0.395,1,91.410,5
,CCc1noc(C)c1CNC(=O)C1CCc2nncn2C1,Z2231475947,1186474-R-005,C11,289.333,-0.897,1,85.840,4
,COc1cc(C(=O)NC[C@H]2C[C@H](c3nc(C)no3)C[C@H]2O)ccc1C,Z2764026575,1186474-R-005,D02,345.393,1.054,2,97.480,5
,O=C(O)[C@@H]1CN(C(=O)Cc2ccc(OC(F)F)cc2)C[C@H]1c1ccccc1,Z2446625134,1186474-R-005,D03,375.366,3.009,1,66.840,6
,CN1CCC(C(=O)NCCc2cccc(OCC(F)(F)F)c2)S1(=O)=O,Z2453843328,1186474-R-005,D04,380.383,1.698,1,75.710,7
,CC(C)(CC(=O)N1CCc2ccccc2C1C(=O)O)C(F)(F)F,Z2272622003,1186474-R-005,D05,329.314,2.357,1,57.610,4
,Cc1onc(-c2ccccc2Cl)c1C(=O)NCC1CCN(c2ccccc2)C1,Z396960402,1186474-R-005,D06,395.882,3.400,1,58.370,5
,Cc1ccc(Cl)cc1N1CCN(C(=O)c2cn(CCN)nn2)CC1,Z2595860056,1186474-R-005,D07,348.831,1.416,1,80.280,4
